bug_id,project,percent_agreement,cohens_kappa,aggregated_raw,aggregated_derived,aggregated_zscore
JacksonDatabind-93,JacksonDatabind,1.0,1.0,"{'Actionability': 1, 'Clarity': 1, 'Specificity': 1, 'Reproducibility': 1, 'ReasoningQuality': 1, 'TechnicalContext': 1, 'Ambiguity': 0, 'RepairReadiness': 1, 'RootCauseEvidence': 2, 'HiddenReproducibility': 0, 'ImpactScope': 0}","{'repair_difficulty': 4, 'ambiguity_count': 0, 'hidden_s2r_present': False, 'root_cause_evidence': 2, 'impact_scope': 0}","{'Actionability': -0.36380343755449945, 'Clarity': -0.36380343755449945, 'Specificity': -0.36380343755449945, 'Reproducibility': -0.36380343755449945, 'ReasoningQuality': -0.36380343755449945, 'TechnicalContext': -0.36380343755449945, 'Ambiguity': 2.3040884378451634, 'RepairReadiness': 1.6371154689952476, 'RootCauseEvidence': 0.30316953129541624, 'HiddenReproducibility': -1.0307764064044151, 'ImpactScope': -1.0307764064044151}"
JacksonDatabind-94,JacksonDatabind,1.0,1.0,"{'Actionability': 4, 'Clarity': 1, 'Specificity': 1, 'Reproducibility': 2, 'ReasoningQuality': 3, 'TechnicalContext': 0, 'Ambiguity': 2, 'RepairReadiness': 1, 'RootCauseEvidence': 1, 'HiddenReproducibility': 0, 'ImpactScope': 1}","{'repair_difficulty': 4, 'ambiguity_count': 2, 'hidden_s2r_present': False, 'root_cause_evidence': 1, 'impact_scope': 1}","{'Actionability': 1.5556889365251945, 'Clarity': -0.5833833511969478, 'Specificity': -0.5833833511969478, 'Reproducibility': 0.1296407447104329, 'ReasoningQuality': 0.8426648406178138, 'TechnicalContext': -1.2964074471043288, 'Ambiguity': 0.8426648406178138, 'RepairReadiness': 1.5556889365251945, 'RootCauseEvidence': -0.5833833511969478, 'HiddenReproducibility': -1.2964074471043288, 'ImpactScope': -0.5833833511969478}"
JacksonDatabind-95,JacksonDatabind,1.0,1.0,"{'Actionability': 1, 'Clarity': 1, 'Specificity': 1, 'Reproducibility': 2, 'ReasoningQuality': 0, 'TechnicalContext': 0, 'Ambiguity': 2, 'RepairReadiness': 2, 'RootCauseEvidence': 1, 'HiddenReproducibility': 0, 'ImpactScope': 0}","{'repair_difficulty': 3, 'ambiguity_count': 2, 'hidden_s2r_present': False, 'root_cause_evidence': 1, 'impact_scope': 0}","{'Actionability': -0.08391813582966884, 'Clarity': -0.08391813582966884, 'Specificity': -0.08391813582966884, 'Reproducibility': 0.8391813582966892, 'ReasoningQuality': -1.007017629956027, 'TechnicalContext': -1.007017629956027, 'Ambiguity': 1.7622808524230473, 'RepairReadiness': 1.7622808524230473, 'RootCauseEvidence': -0.08391813582966884, 'HiddenReproducibility': -1.007017629956027, 'ImpactScope': -1.007017629956027}"
JacksonDatabind-96,JacksonDatabind,1.0,1.0,"{'Actionability': 0, 'Clarity': 0, 'Specificity': 0, 'Reproducibility': 0, 'ReasoningQuality': 0, 'TechnicalContext': 0, 'Ambiguity': 0, 'RepairReadiness': 0, 'RootCauseEvidence': 0, 'HiddenReproducibility': 0, 'ImpactScope': 0}","{'repair_difficulty': 5, 'ambiguity_count': 0, 'hidden_s2r_present': False, 'root_cause_evidence': 0, 'impact_scope': 0}","{'Actionability': -0.4714045207910317, 'Clarity': -0.4714045207910317, 'Specificity': -0.4714045207910317, 'Reproducibility': -0.4714045207910317, 'ReasoningQuality': -0.4714045207910317, 'TechnicalContext': -0.4714045207910317, 'Ambiguity': 2.121320343559643, 'RepairReadiness': 2.121320343559643, 'RootCauseEvidence': -0.4714045207910317, 'HiddenReproducibility': -0.4714045207910317, 'ImpactScope': -0.4714045207910317}"
JacksonDatabind-97,JacksonDatabind,1.0,1.0,"{'Actionability': 0, 'Clarity': 1, 'Specificity': 1, 'Reproducibility': 2, 'ReasoningQuality': 1, 'TechnicalContext': 0, 'Ambiguity': 1, 'RepairReadiness': 2, 'RootCauseEvidence': 1, 'HiddenReproducibility': 0, 'ImpactScope': 1}","{'repair_difficulty': 3, 'ambiguity_count': 1, 'hidden_s2r_present': False, 'root_cause_evidence': 1, 'impact_scope': 1}","{'Actionability': -1.049344364594206, 'Clarity': -0.2248595066987584, 'Specificity': -0.2248595066987584, 'Reproducibility': 0.5996253511966891, 'ReasoningQuality': -0.2248595066987584, 'TechnicalContext': -1.049344364594206, 'Ambiguity': 2.2485950669875843, 'RepairReadiness': 1.4241102090921367, 'RootCauseEvidence': -0.2248595066987584, 'HiddenReproducibility': -1.049344364594206, 'ImpactScope': -0.2248595066987584}"
JacksonDatabind-98,JacksonDatabind,1.0,1.0,"{'Actionability': 1, 'Clarity': 2, 'Specificity': 1, 'Reproducibility': 2, 'ReasoningQuality': 1, 'TechnicalContext': 1, 'Ambiguity': 0, 'RepairReadiness': 2, 'RootCauseEvidence': 2, 'HiddenReproducibility': 0, 'ImpactScope': 1}","{'repair_difficulty': 3, 'ambiguity_count': 0, 'hidden_s2r_present': False, 'root_cause_evidence': 2, 'impact_scope': 1}","{'Actionability': -0.565685424949238, 'Clarity': 0.21213203435596423, 'Specificity': -0.565685424949238, 'Reproducibility': 0.21213203435596423, 'ReasoningQuality': -0.565685424949238, 'TechnicalContext': -0.565685424949238, 'Ambiguity': 2.5455844122715705, 'RepairReadiness': 0.9899494936611665, 'RootCauseEvidence': 0.21213203435596423, 'HiddenReproducibility': -1.3435028842544403, 'ImpactScope': -0.565685424949238}"
JacksonDatabind-99,JacksonDatabind,1.0,1.0,"{'Actionability': 0, 'Clarity': 1, 'Specificity': 0, 'Reproducibility': 2, 'ReasoningQuality': 0, 'TechnicalContext': 0, 'Ambiguity': 1, 'RepairReadiness': 2, 'RootCauseEvidence': 1, 'HiddenReproducibility': 0, 'ImpactScope': 0}","{'repair_difficulty': 3, 'ambiguity_count': 1, 'hidden_s2r_present': False, 'root_cause_evidence': 1, 'impact_scope': 0}","{'Actionability': -0.7416198487095663, 'Clarity': 0.0, 'Specificity': -0.7416198487095663, 'Reproducibility': 0.7416198487095663, 'ReasoningQuality': -0.7416198487095663, 'TechnicalContext': -0.7416198487095663, 'Ambiguity': 2.224859546128699, 'RepairReadiness': 1.4832396974191326, 'RootCauseEvidence': 0.0, 'HiddenReproducibility': -0.7416198487095663, 'ImpactScope': -0.7416198487095663}"
JacksonXml-1,JacksonXml,1.0,1.0,"{'Actionability': 0, 'Clarity': 2, 'Specificity': 1, 'Reproducibility': 3, 'ReasoningQuality': 2, 'TechnicalContext': 0, 'Ambiguity': 1, 'RepairReadiness': 2, 'RootCauseEvidence': 2, 'HiddenReproducibility': 0, 'ImpactScope': 1}","{'repair_difficulty': 3, 'ambiguity_count': 1, 'hidden_s2r_present': False, 'root_cause_evidence': 2, 'impact_scope': 1}","{'Actionability': -1.260252075625209, 'Clarity': 0.2800560168056019, 'Specificity': -0.4900980294098035, 'Reproducibility': 1.0502100630210072, 'ReasoningQuality': 0.2800560168056019, 'TechnicalContext': -1.260252075625209, 'Ambiguity': 1.8203641092364125, 'RepairReadiness': 1.0502100630210072, 'RootCauseEvidence': 0.2800560168056019, 'HiddenReproducibility': -1.260252075625209, 'ImpactScope': -0.4900980294098035}"
JacksonXml-2,JacksonXml,1.0,1.0,"{'Actionability': 0, 'Clarity': 1, 'Specificity': 0, 'Reproducibility': 2, 'ReasoningQuality': 1, 'TechnicalContext': 0, 'Ambiguity': 0, 'RepairReadiness': 1, 'RootCauseEvidence': 1, 'HiddenReproducibility': 0, 'ImpactScope': 0}","{'repair_difficulty': 4, 'ambiguity_count': 0, 'hidden_s2r_present': False, 'root_cause_evidence': 1, 'impact_scope': 0}","{'Actionability': -0.7683498199278324, 'Clarity': -0.16464638998453549, 'Specificity': -0.7683498199278324, 'Reproducibility': 0.4390570399587614, 'ReasoningQuality': -0.16464638998453549, 'TechnicalContext': -0.7683498199278324, 'Ambiguity': 2.250167329788652, 'RepairReadiness': 1.6464638998453551, 'RootCauseEvidence': -0.16464638998453549, 'HiddenReproducibility': -0.7683498199278324, 'ImpactScope': -0.7683498199278324}"
JacksonXml-3,JacksonXml,1.0,1.0,"{'Actionability': 0, 'Clarity': 1, 'Specificity': 0, 'Reproducibility': 1, 'ReasoningQuality': 1, 'TechnicalContext': 0, 'Ambiguity': 0, 'RepairReadiness': 0, 'RootCauseEvidence': 1, 'HiddenReproducibility': 0, 'ImpactScope': 0}","{'repair_difficulty': 5, 'ambiguity_count': 0, 'hidden_s2r_present': False, 'root_cause_evidence': 1, 'impact_scope': 0}","{'Actionability': -0.7017565899639198, 'Clarity': -0.15037641213512565, 'Specificity': -0.7017565899639198, 'Reproducibility': -0.15037641213512565, 'ReasoningQuality': -0.15037641213512565, 'TechnicalContext': -0.7017565899639198, 'Ambiguity': 2.055144299180051, 'RepairReadiness': 2.055144299180051, 'RootCauseEvidence': -0.15037641213512565, 'HiddenReproducibility': -0.7017565899639198, 'ImpactScope': -0.7017565899639198}"
JacksonXml-4,JacksonXml,1.0,1.0,"{'Actionability': 2, 'Clarity': 1, 'Specificity': 1, 'Reproducibility': 0, 'ReasoningQuality': 0, 'TechnicalContext': 1, 'Ambiguity': 0, 'RepairReadiness': 0, 'RootCauseEvidence': 2, 'HiddenReproducibility': 0, 'ImpactScope': 0}","{'repair_difficulty': 5, 'ambiguity_count': 0, 'hidden_s2r_present': False, 'root_cause_evidence': 2, 'impact_scope': 0}","{'Actionability': 0.25582225504832545, 'Clarity': -0.3069867060579905, 'Specificity': -0.3069867060579905, 'Reproducibility': -0.8697956671643065, 'ReasoningQuality': -0.8697956671643065, 'TechnicalContext': -0.3069867060579905, 'Ambiguity': 1.9442491383672733, 'RepairReadiness': 1.9442491383672733, 'RootCauseEvidence': 0.25582225504832545, 'HiddenReproducibility': -0.8697956671643065, 'ImpactScope': -0.8697956671643065}"
JacksonXml-5,JacksonXml,1.0,1.0,"{'Actionability': 1, 'Clarity': 1, 'Specificity': 1, 'Reproducibility': 1, 'ReasoningQuality': 1, 'TechnicalContext': 0, 'Ambiguity': 1, 'RepairReadiness': 1, 'RootCauseEvidence': 2, 'HiddenReproducibility': 0, 'ImpactScope': 0}","{'repair_difficulty': 4, 'ambiguity_count': 1, 'hidden_s2r_present': False, 'root_cause_evidence': 2, 'impact_scope': 0}","{'Actionability': -0.26607604209509567, 'Clarity': -0.26607604209509567, 'Specificity': -0.26607604209509567, 'Reproducibility': -0.26607604209509567, 'ReasoningQuality': -0.26607604209509567, 'TechnicalContext': -0.9977851578566089, 'Ambiguity': 1.9290513051894442, 'RepairReadiness': 1.9290513051894442, 'RootCauseEvidence': 0.4656330736664176, 'HiddenReproducibility': -0.9977851578566089, 'ImpactScope': -0.9977851578566089}"
JacksonXml-6,JacksonXml,1.0,1.0,"{'Actionability': 4, 'Clarity': 2, 'Specificity': 1, 'Reproducibility': 2, 'ReasoningQuality': 3, 'TechnicalContext': 0, 'Ambiguity': 2, 'RepairReadiness': 1, 'RootCauseEvidence': 1, 'HiddenReproducibility': 0, 'ImpactScope': 1}","{'repair_difficulty': 4, 'ambiguity_count': 2, 'hidden_s2r_present': False, 'root_cause_evidence': 1, 'impact_scope': 1}","{'Actionability': 1.51657508881031, 'Clarity': 0.06593804733957864, 'Specificity': -0.6593804733957871, 'Reproducibility': 0.06593804733957864, 'ReasoningQuality': 0.7912565680749444, 'TechnicalContext': -1.3846989941311527, 'Ambiguity': 0.7912565680749444, 'RepairReadiness': 1.51657508881031, 'RootCauseEvidence': -0.6593804733957871, 'HiddenReproducibility': -1.3846989941311527, 'ImpactScope': -0.6593804733957871}"
Jsoup-1,Jsoup,1.0,1.0,"{'Actionability': 0, 'Clarity': 0, 'Specificity': 0, 'Reproducibility': 0, 'ReasoningQuality': 0, 'TechnicalContext': 0, 'Ambiguity': 1, 'RepairReadiness': 0, 'RootCauseEvidence': 0, 'HiddenReproducibility': 0, 'ImpactScope': 0}","{'repair_difficulty': 5, 'ambiguity_count': 1, 'hidden_s2r_present': False, 'root_cause_evidence': 0, 'impact_scope': 0}","{'Actionability': -0.46788772041903276, 'Clarity': -0.46788772041903276, 'Specificity': -0.46788772041903276, 'Reproducibility': -0.46788772041903276, 'ReasoningQuality': -0.46788772041903276, 'TechnicalContext': -0.46788772041903276, 'Ambiguity': 1.819563357185127, 'RepairReadiness': 2.391426126586167, 'RootCauseEvidence': -0.46788772041903276, 'HiddenReproducibility': -0.46788772041903276, 'ImpactScope': -0.46788772041903276}"
Jsoup-10,Jsoup,1.0,1.0,"{'Actionability': 0, 'Clarity': 0, 'Specificity': 0, 'Reproducibility': 0, 'ReasoningQuality': 0, 'TechnicalContext': 0, 'Ambiguity': 0, 'RepairReadiness': 1, 'RootCauseEvidence': 1, 'HiddenReproducibility': 0, 'ImpactScope': 0}","{'repair_difficulty': 4, 'ambiguity_count': 0, 'hidden_s2r_present': False, 'root_cause_evidence': 1, 'impact_scope': 0}","{'Actionability': -0.5255883312276367, 'Clarity': -0.5255883312276367, 'Specificity': -0.5255883312276367, 'Reproducibility': -0.5255883312276367, 'ReasoningQuality': -0.5255883312276367, 'TechnicalContext': -0.5255883312276367, 'Ambiguity': 2.3651474905243655, 'RepairReadiness': 1.7870003261739649, 'RootCauseEvidence': 0.052558833122763694, 'HiddenReproducibility': -0.5255883312276367, 'ImpactScope': -0.5255883312276367}"
Jsoup-11,Jsoup,1.0,1.0,"{'Actionability': 0, 'Clarity': 0, 'Specificity': 0, 'Reproducibility': 0, 'ReasoningQuality': 0, 'TechnicalContext': 0, 'Ambiguity': 0, 'RepairReadiness': 0, 'RootCauseEvidence': 1, 'HiddenReproducibility': 0, 'ImpactScope': 0}","{'repair_difficulty': 5, 'ambiguity_count': 0, 'hidden_s2r_present': False, 'root_cause_evidence': 1, 'impact_scope': 0}","{'Actionability': -0.5244044240850757, 'Clarity': -0.5244044240850757, 'Specificity': -0.5244044240850757, 'Reproducibility': -0.5244044240850757, 'ReasoningQuality': -0.5244044240850757, 'TechnicalContext': -0.5244044240850757, 'Ambiguity': 2.097617696340303, 'RepairReadiness': 2.097617696340303, 'RootCauseEvidence': 0.0, 'HiddenReproducibility': -0.5244044240850757, 'ImpactScope': -0.5244044240850757}"
Jsoup-12,Jsoup,1.0,1.0,"{'Actionability': 0, 'Clarity': 0, 'Specificity': 0, 'Reproducibility': 0, 'ReasoningQuality': 0, 'TechnicalContext': 0, 'Ambiguity': 0, 'RepairReadiness': 0, 'RootCauseEvidence': 0, 'HiddenReproducibility': 0, 'ImpactScope': 0}","{'repair_difficulty': 5, 'ambiguity_count': 0, 'hidden_s2r_present': False, 'root_cause_evidence': 0, 'impact_scope': 0}","{'Actionability': -0.4714045207910317, 'Clarity': -0.4714045207910317, 'Specificity': -0.4714045207910317, 'Reproducibility': -0.4714045207910317, 'ReasoningQuality': -0.4714045207910317, 'TechnicalContext': -0.4714045207910317, 'Ambiguity': 2.121320343559643, 'RepairReadiness': 2.121320343559643, 'RootCauseEvidence': -0.4714045207910317, 'HiddenReproducibility': -0.4714045207910317, 'ImpactScope': -0.4714045207910317}"
Jsoup-13,Jsoup,1.0,1.0,"{'Actionability': 0, 'Clarity': 1, 'Specificity': 0, 'Reproducibility': 1, 'ReasoningQuality': 1, 'TechnicalContext': 0, 'Ambiguity': 0, 'RepairReadiness': 0, 'RootCauseEvidence': 1, 'HiddenReproducibility': 0, 'ImpactScope': 0}","{'repair_difficulty': 5, 'ambiguity_count': 0, 'hidden_s2r_present': False, 'root_cause_evidence': 1, 'impact_scope': 0}","{'Actionability': -0.7017565899639198, 'Clarity': -0.15037641213512565, 'Specificity': -0.7017565899639198, 'Reproducibility': -0.15037641213512565, 'ReasoningQuality': -0.15037641213512565, 'TechnicalContext': -0.7017565899639198, 'Ambiguity': 2.055144299180051, 'RepairReadiness': 2.055144299180051, 'RootCauseEvidence': -0.15037641213512565, 'HiddenReproducibility': -0.7017565899639198, 'ImpactScope': -0.7017565899639198}"
Jsoup-14,Jsoup,1.0,1.0,"{'Actionability': 0, 'Clarity': 1, 'Specificity': 0, 'Reproducibility': 2, 'ReasoningQuality': 1, 'TechnicalContext': 0, 'Ambiguity': 0, 'RepairReadiness': 1, 'RootCauseEvidence': 1, 'HiddenReproducibility': 1, 'ImpactScope': 0}","{'repair_difficulty': 4, 'ambiguity_count': 0, 'hidden_s2r_present': True, 'root_cause_evidence': 1, 'impact_scope': 0}","{'Actionability': -0.8464989719746505, 'Clarity': -0.22573305919324008, 'Specificity': -0.8464989719746505, 'Reproducibility': 0.3950328535881703, 'ReasoningQuality': -0.22573305919324008, 'TechnicalContext': -0.8464989719746505, 'Ambiguity': 2.257330591932402, 'RepairReadiness': 1.6365646791509914, 'RootCauseEvidence': -0.22573305919324008, 'HiddenReproducibility': -0.22573305919324008, 'ImpactScope': -0.8464989719746505}"
Jsoup-15,Jsoup,1.0,1.0,"{'Actionability': 1, 'Clarity': 1, 'Specificity': 0, 'Reproducibility': 1, 'ReasoningQuality': 1, 'TechnicalContext': 0, 'Ambiguity': 0, 'RepairReadiness': 1, 'RootCauseEvidence': 1, 'HiddenReproducibility': 0, 'ImpactScope': 0}","{'repair_difficulty': 4, 'ambiguity_count': 0, 'hidden_s2r_present': False, 'root_cause_evidence': 1, 'impact_scope': 0}","{'Actionability': -0.17038855027411945, 'Clarity': -0.17038855027411945, 'Specificity': -0.7951465679458908, 'Reproducibility': -0.17038855027411945, 'ReasoningQuality': -0.17038855027411945, 'TechnicalContext': -0.7951465679458908, 'Ambiguity': 2.328643520412966, 'RepairReadiness': 1.7038855027411945, 'RootCauseEvidence': -0.17038855027411945, 'HiddenReproducibility': -0.7951465679458908, 'ImpactScope': -0.7951465679458908}"
Jsoup-16,Jsoup,1.0,1.0,"{'Actionability': 0, 'Clarity': 0, 'Specificity': 0, 'Reproducibility': 0, 'ReasoningQuality': 0, 'TechnicalContext': 0, 'Ambiguity': 0, 'RepairReadiness': 0, 'RootCauseEvidence': 1, 'HiddenReproducibility': 0, 'ImpactScope': 0}","{'repair_difficulty': 5, 'ambiguity_count': 0, 'hidden_s2r_present': False, 'root_cause_evidence': 1, 'impact_scope': 0}","{'Actionability': -0.5244044240850757, 'Clarity': -0.5244044240850757, 'Specificity': -0.5244044240850757, 'Reproducibility': -0.5244044240850757, 'ReasoningQuality': -0.5244044240850757, 'TechnicalContext': -0.5244044240850757, 'Ambiguity': 2.097617696340303, 'RepairReadiness': 2.097617696340303, 'RootCauseEvidence': 0.0, 'HiddenReproducibility': -0.5244044240850757, 'ImpactScope': -0.5244044240850757}"
Jsoup-17,Jsoup,1.0,1.0,"{'Actionability': 0, 'Clarity': 1, 'Specificity': 1, 'Reproducibility': 2, 'ReasoningQuality': 1, 'TechnicalContext': 0, 'Ambiguity': 2, 'RepairReadiness': 0, 'RootCauseEvidence': 3, 'HiddenReproducibility': 0, 'ImpactScope': 0}","{'repair_difficulty': 5, 'ambiguity_count': 2, 'hidden_s2r_present': False, 'root_cause_evidence': 3, 'impact_scope': 0}","{'Actionability': -0.933138949631687, 'Clarity': -0.2916059217599022, 'Specificity': -0.2916059217599022, 'Reproducibility': 0.3499271061118826, 'ReasoningQuality': -0.2916059217599022, 'TechnicalContext': -0.933138949631687, 'Ambiguity': 0.9914601339836674, 'RepairReadiness': 2.274526189727237, 'RootCauseEvidence': 0.9914601339836674, 'HiddenReproducibility': -0.933138949631687, 'ImpactScope': -0.933138949631687}"
Jsoup-18,Jsoup,1.0,1.0,"{'Actionability': 0, 'Clarity': 0, 'Specificity': 0, 'Reproducibility': 1, 'ReasoningQuality': 0, 'TechnicalContext': 0, 'Ambiguity': 1, 'RepairReadiness': 0, 'RootCauseEvidence': 0, 'HiddenReproducibility': 1, 'ImpactScope': 0}","{'repair_difficulty': 5, 'ambiguity_count': 1, 'hidden_s2r_present': True, 'root_cause_evidence': 0, 'impact_scope': 0}","{'Actionability': -0.5863019699779287, 'Clarity': -0.5863019699779287, 'Specificity': -0.5863019699779287, 'Reproducibility': 0.0, 'ReasoningQuality': -0.5863019699779287, 'TechnicalContext': -0.5863019699779287, 'Ambiguity': 1.758905909933786, 'RepairReadiness': 2.345207879911715, 'RootCauseEvidence': -0.5863019699779287, 'HiddenReproducibility': 0.0, 'ImpactScope': -0.5863019699779287}"
Jsoup-19,Jsoup,1.0,1.0,"{'Actionability': 0, 'Clarity': 3, 'Specificity': 0, 'Reproducibility': 2, 'ReasoningQuality': 3, 'TechnicalContext': 0, 'Ambiguity': 0, 'RepairReadiness': 0, 'RootCauseEvidence': 2, 'HiddenReproducibility': 0, 'ImpactScope': 1}","{'repair_difficulty': 5, 'ambiguity_count': 0, 'hidden_s2r_present': False, 'root_cause_evidence': 2, 'impact_scope': 1}","{'Actionability': -1.042212500669477, 'Clarity': 0.5955500003825581, 'Specificity': -1.042212500669477, 'Reproducibility': 0.04962916669854647, 'ReasoningQuality': 0.5955500003825581, 'TechnicalContext': -1.042212500669477, 'Ambiguity': 1.6873916677505816, 'RepairReadiness': 1.6873916677505816, 'RootCauseEvidence': 0.04962916669854647, 'HiddenReproducibility': -1.042212500669477, 'ImpactScope': -0.4962916669854652}"
Jsoup-2,Jsoup,1.0,1.0,"{'Actionability': 0, 'Clarity': 2, 'Specificity': 0, 'Reproducibility': 1, 'ReasoningQuality': 1, 'TechnicalContext': 0, 'Ambiguity': 0, 'RepairReadiness': 0, 'RootCauseEvidence': 1, 'HiddenReproducibility': 0, 'ImpactScope': 0}","{'repair_difficulty': 5, 'ambiguity_count': 0, 'hidden_s2r_present': False, 'root_cause_evidence': 1, 'impact_scope': 0}","{'Actionability': -0.7481320020807246, 'Clarity': 0.3491282676376716, 'Specificity': -0.7481320020807246, 'Reproducibility': -0.19950186722152652, 'ReasoningQuality': -0.19950186722152652, 'TechnicalContext': -0.7481320020807246, 'Ambiguity': 1.995018672215266, 'RepairReadiness': 1.995018672215266, 'RootCauseEvidence': -0.19950186722152652, 'HiddenReproducibility': -0.7481320020807246, 'ImpactScope': -0.7481320020807246}"
Jsoup-20,Jsoup,1.0,1.0,"{'Actionability': 0, 'Clarity': 2, 'Specificity': 0, 'Reproducibility': 1, 'ReasoningQuality': 1, 'TechnicalContext': 0, 'Ambiguity': 0, 'RepairReadiness': 0, 'RootCauseEvidence': 1, 'HiddenReproducibility': 0, 'ImpactScope': 0}","{'repair_difficulty': 5, 'ambiguity_count': 0, 'hidden_s2r_present': False, 'root_cause_evidence': 1, 'impact_scope': 0}","{'Actionability': -0.7481320020807246, 'Clarity': 0.3491282676376716, 'Specificity': -0.7481320020807246, 'Reproducibility': -0.19950186722152652, 'ReasoningQuality': -0.19950186722152652, 'TechnicalContext': -0.7481320020807246, 'Ambiguity': 1.995018672215266, 'RepairReadiness': 1.995018672215266, 'RootCauseEvidence': -0.19950186722152652, 'HiddenReproducibility': -0.7481320020807246, 'ImpactScope': -0.7481320020807246}"
Jsoup-21,Jsoup,1.0,1.0,"{'Actionability': 1, 'Clarity': 2, 'Specificity': 1, 'Reproducibility': 1, 'ReasoningQuality': 1, 'TechnicalContext': 0, 'Ambiguity': 0, 'RepairReadiness': 1, 'RootCauseEvidence': 2, 'HiddenReproducibility': 1, 'ImpactScope': 1}","{'repair_difficulty': 4, 'ambiguity_count': 0, 'hidden_s2r_present': True, 'root_cause_evidence': 2, 'impact_scope': 1}","{'Actionability': -0.5121475197315839, 'Clarity': 0.19205531989934393, 'Specificity': -0.5121475197315839, 'Reproducibility': -0.5121475197315839, 'ReasoningQuality': -0.5121475197315839, 'TechnicalContext': -1.2163503593625118, 'Ambiguity': 2.3046638387921274, 'RepairReadiness': 1.6004609991611995, 'RootCauseEvidence': 0.19205531989934393, 'HiddenReproducibility': -0.5121475197315839, 'ImpactScope': -0.5121475197315839}"
Jsoup-22,Jsoup,1.0,1.0,"{'Actionability': 0, 'Clarity': 0, 'Specificity': 1, 'Reproducibility': 1, 'ReasoningQuality': 0, 'TechnicalContext': 0, 'Ambiguity': 0, 'RepairReadiness': 1, 'RootCauseEvidence': 1, 'HiddenReproducibility': 0, 'ImpactScope': 0}","{'repair_difficulty': 4, 'ambiguity_count': 0, 'hidden_s2r_present': False, 'root_cause_evidence': 1, 'impact_scope': 0}","{'Actionability': -0.6507913734559684, 'Clarity': -0.6507913734559684, 'Specificity': -0.05423261445466399, 'Reproducibility': -0.05423261445466399, 'ReasoningQuality': -0.6507913734559684, 'TechnicalContext': -0.6507913734559684, 'Ambiguity': 2.3320024215505537, 'RepairReadiness': 1.7354436625492493, 'RootCauseEvidence': -0.05423261445466399, 'HiddenReproducibility': -0.6507913734559684, 'ImpactScope': -0.6507913734559684}"
Jsoup-23,Jsoup,1.0,1.0,"{'Actionability': 0, 'Clarity': 0, 'Specificity': 0, 'Reproducibility': 0, 'ReasoningQuality': 0, 'TechnicalContext': 0, 'Ambiguity': 0, 'RepairReadiness': 1, 'RootCauseEvidence': 1, 'HiddenReproducibility': 0, 'ImpactScope': 0}","{'repair_difficulty': 4, 'ambiguity_count': 0, 'hidden_s2r_present': False, 'root_cause_evidence': 1, 'impact_scope': 0}","{'Actionability': -0.5255883312276367, 'Clarity': -0.5255883312276367, 'Specificity': -0.5255883312276367, 'Reproducibility': -0.5255883312276367, 'ReasoningQuality': -0.5255883312276367, 'TechnicalContext': -0.5255883312276367, 'Ambiguity': 2.3651474905243655, 'RepairReadiness': 1.7870003261739649, 'RootCauseEvidence': 0.052558833122763694, 'HiddenReproducibility': -0.5255883312276367, 'ImpactScope': -0.5255883312276367}"
Jsoup-24,Jsoup,1.0,1.0,"{'Actionability': 0, 'Clarity': 0, 'Specificity': 1, 'Reproducibility': 1, 'ReasoningQuality': 0, 'TechnicalContext': 0, 'Ambiguity': 3, 'RepairReadiness': 0, 'RootCauseEvidence': 1, 'HiddenReproducibility': 0, 'ImpactScope': 0}","{'repair_difficulty': 5, 'ambiguity_count': 3, 'hidden_s2r_present': False, 'root_cause_evidence': 1, 'impact_scope': 0}","{'Actionability': -0.629940788348712, 'Clarity': -0.629940788348712, 'Specificity': 0.06299407883487122, 'Reproducibility': 0.06299407883487122, 'ReasoningQuality': -0.629940788348712, 'TechnicalContext': -0.629940788348712, 'Ambiguity': 0.7559289460184544, 'RepairReadiness': 2.834733547569204, 'RootCauseEvidence': 0.06299407883487122, 'HiddenReproducibility': -0.629940788348712, 'ImpactScope': -0.629940788348712}"
Jsoup-25,Jsoup,1.0,1.0,"{'Actionability': 0, 'Clarity': 0, 'Specificity': 1, 'Reproducibility': 1, 'ReasoningQuality': 0, 'TechnicalContext': 0, 'Ambiguity': 0, 'RepairReadiness': 1, 'RootCauseEvidence': 1, 'HiddenReproducibility': 0, 'ImpactScope': 0}","{'repair_difficulty': 4, 'ambiguity_count': 0, 'hidden_s2r_present': False, 'root_cause_evidence': 1, 'impact_scope': 0}","{'Actionability': -0.6507913734559684, 'Clarity': -0.6507913734559684, 'Specificity': -0.05423261445466399, 'Reproducibility': -0.05423261445466399, 'ReasoningQuality': -0.6507913734559684, 'TechnicalContext': -0.6507913734559684, 'Ambiguity': 2.3320024215505537, 'RepairReadiness': 1.7354436625492493, 'RootCauseEvidence': -0.05423261445466399, 'HiddenReproducibility': -0.6507913734559684, 'ImpactScope': -0.6507913734559684}"
