id,overall_score,num_s2r_sentences,num_steps,num_hq_steps,num_as_steps,num_vm_steps,steps_with_action,steps_with_object,steps_with_ui_term,steps_imperative,steps_with_vague_terms,step_details,s2r_sentences
Closure-132,0.0,0,0,0,0,0,0,0,0,0,0,[],[]
JacksonCore-23,0.0,4,9,0,0,9,0,0,2,2,1,"[{""step_text"": ""Make DefaultPrettyPrinter.createInstance() to fail for sub-classes\u00a0#502New issueCopy linkNew issueCopy linkClosedClosedMake DefaultPrettyPrinter.createInstance() to fail for sub-classes#502Copy linkMilestone2.10.0Descriptioncowtowncoderopened on Dec 12"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": true, ""is_imperative"": true, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""2018Issue body actionsPattern of \""blueprint object\"" (that is"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""having an instance not used as-is"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": true, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""but that has factory method for creating actual instance) is used by Jackson in couple of places; often for things that implement Instantiatable"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": true, ""is_imperative"": false, ""has_vague_terms"": true, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""But one problem is that unless method is left abstract"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""sub-classing can be problematic -- if sub-class does not override method"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""calls will result in an instance of wrong type being created"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""This is not optimal (ideally check would be done compile-time), but better than getting a mysterious failure"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""MetadataMetadataAssigneesNo one assignedLabelsNo labelsNo labelsTypeNo typeProjectsNo projectsMilestone2.10.0No due"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}]","[""Make DefaultPrettyPrinter.createInstance() to fail for sub-classes\u00a0#502New issueCopy linkNew issueCopy linkClosedClosedMake DefaultPrettyPrinter.createInstance() to fail for sub-classes#502Copy linkMilestone2.10.0Descriptioncowtowncoderopened on Dec 12, 2018Issue body actionsPattern of \""blueprint object\"" (that is, having an instance not used as-is, but that has factory method for creating actual instance) is used by Jackson in couple of places; often for things that implement Instantiatable."", ""But one problem is that unless method is left abstract, sub-classing can be problematic -- if sub-class does not override method, then calls will result in an instance of wrong type being created."", ""This is not optimal (ideally check would be done compile-time), but better than getting a mysterious failure."", ""MetadataMetadataAssigneesNo one assignedLabelsNo labelsNo labelsTypeNo typeProjectsNo projectsMilestone2.10.0No due""]"
Jsoup-34,0.0,1,2,0,0,2,0,0,1,0,0,"[{""step_text"": ""Parser error on commented CDATA\u00a0#349New issueCopy linkNew issueCopy linkClosedClosedParser error on commented CDATA#349Copy linkAssignees Descriptionfelipehummelopened on Jul 31"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": true, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""2013Issue body actionsJsoup gives the following error when trying to parse this HTML: https://gist.github.com/felipehummel/6122799\njava.lang"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}]","[""Parser error on commented CDATA\u00a0#349New issueCopy linkNew issueCopy linkClosedClosedParser error on commented CDATA#349Copy linkAssignees Descriptionfelipehummelopened on Jul 31, 2013Issue body actionsJsoup gives the following error when trying to parse this HTML: https://gist.github.com/felipehummel/6122799\njava.lang.""]"
Cli-31,0.0,2,3,0,0,3,0,0,0,0,0,"[{""step_text"": ""Details\n\n\n\n\nType:\n\n\n Bug\n        \n\n \n\nStatus:\n\nClosed \n\n\n\n\n\nPriority"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""Minor                     \n\n\n\n\nResolution:\n\n                             Fixed\n                    \n\n\n\n\n\nAffects Version/s:\n\n\n\n1.2 \n\n\n\n\n\n\n\n                Fix Version/s:\n            \n\n\n\n1.3 \n\n\n\n\n\n\nComponent/s:\n\n\n\nHelp formatter \n\n\n\n\n\n\nLabels:\n\n\nNone\n\n\n \nDescription\n\nThe default argument name set on the HelpFormatter has no effect because the Option"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""the OptionBuilder bring automatically a default value 'arg'"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}]","[""Details\n\n\n\n\nType:\n\n\n Bug\n        \n\n \n\nStatus:\n\nClosed \n\n\n\n\n\nPriority:"", ""Minor                     \n\n\n\n\nResolution:\n\n                             Fixed\n                    \n\n\n\n\n\nAffects Version/s:\n\n\n\n1.2 \n\n\n\n\n\n\n\n                Fix Version/s:\n            \n\n\n\n1.3 \n\n\n\n\n\n\nComponent/s:\n\n\n\nHelp formatter \n\n\n\n\n\n\nLabels:\n\n\nNone\n\n\n \nDescription\n\nThe default argument name set on the HelpFormatter has no effect because the Option and the OptionBuilder bring automatically a default value 'arg'.""]"
Math-88,0.0,1,1,0,0,1,0,0,0,0,0,"[{""step_text"": ""Details\n\n\n\n\nType:\n\n\n Bug\n        \n\n \n\nStatus:\n\nClosed \n\n\n\n\n\nPriority"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}]","[""Details\n\n\n\n\nType:\n\n\n Bug\n        \n\n \n\nStatus:\n\nClosed \n\n\n\n\n\nPriority:""]"
Csv-9,0.0,1,1,0,0,1,0,0,0,0,0,"[{""step_text"": ""Details\n\n\n\n\nType:\n\n\n Bug\n        \n\n \n\nStatus:\n\nClosed \n\n\n\n\n\nPriority"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}]","[""Details\n\n\n\n\nType:\n\n\n Bug\n        \n\n \n\nStatus:\n\nClosed \n\n\n\n\n\nPriority:""]"
Math-67,0.0,1,1,0,0,1,0,0,0,0,0,"[{""step_text"": ""Details\n\n\n\n\nType:\n\n\n Bug\n        \n\n \n\nStatus:\n\nClosed \n\n\n\n\n\nPriority"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}]","[""Details\n\n\n\n\nType:\n\n\n Bug\n        \n\n \n\nStatus:\n\nClosed \n\n\n\n\n\nPriority:""]"
Collections-7,0.0,2,3,0,0,3,0,0,1,0,0,"[{""step_text"": ""Details\n\n\n\n\nType:\n\n\n Bug\n        \n\n \n\nStatus:\n\nClosed \n\n\n\n\n\nPriority"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""Major                     \n\n\n\n\nResolution:\n\n                             Fixed\n                    \n\n\n\n\n\nAffects Version/s:\n\n\n\n3.2 \n\n\n\n\n\n\n\n                Fix Version/s:\n            \n\n\n                                        None\n                    \n\n\n\n\n\nComponent/s:\n\n\n                                        None\n                    \n\n\n\n\n\nLabels:\n\n\nNone\n\n\n \nDescription\n\nIf you use the put() or putAll() methods of the ExtendedProperties class"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""it will  not update the contents of the internal keysAsListed map which in turn will return a different list of keys using the getKeys() method than the keySet() method does"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": true, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}]","[""Details\n\n\n\n\nType:\n\n\n Bug\n        \n\n \n\nStatus:\n\nClosed \n\n\n\n\n\nPriority:"", ""Major                     \n\n\n\n\nResolution:\n\n                             Fixed\n                    \n\n\n\n\n\nAffects Version/s:\n\n\n\n3.2 \n\n\n\n\n\n\n\n                Fix Version/s:\n            \n\n\n                                        None\n                    \n\n\n\n\n\nComponent/s:\n\n\n                                        None\n                    \n\n\n\n\n\nLabels:\n\n\nNone\n\n\n \nDescription\n\nIf you use the put() or putAll() methods of the ExtendedProperties class, it will  not update the contents of the internal keysAsListed map which in turn will return a different list of keys using the getKeys() method than the keySet() method does.""]"
Closure-165,0.0,0,0,0,0,0,0,0,0,0,0,[],[]
JacksonDatabind-55,0.0,2,4,0,0,4,0,0,1,1,0,"[{""step_text"": ""EnumMap keys not using enum's @JsonProperty values unlike Enum values\u00a0#1322New issueCopy linkNew issueCopy linkClosedClosedEnumMap keys not using enum's @JsonProperty values unlike Enum values#1322Copy linkMilestone2.7.7DescriptionMichaelChambersopened on Aug 3"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": true, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""2016Issue body actionsBased on these issues:\n#677\n#1148\nFasterXML/jackson-annotations#96\nI implemented @JsonProperty for my enum constants"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""they show up nicely when they are property values"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""Using 2.8.1 (in spring boot 4.3.2)\nThanks!MetadataMetadataAssigneesNo one assignedLabelsNo labelsNo labelsTypeNo typeProjectsNo projectsMilestoneRelationshipsNone yetDevelopmentNo branches or pull requestsIssue actions"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": true, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}]","[""EnumMap keys not using enum's @JsonProperty values unlike Enum values\u00a0#1322New issueCopy linkNew issueCopy linkClosedClosedEnumMap keys not using enum's @JsonProperty values unlike Enum values#1322Copy linkMilestone2.7.7DescriptionMichaelChambersopened on Aug 3, 2016Issue body actionsBased on these issues:\n#677\n#1148\nFasterXML/jackson-annotations#96\nI implemented @JsonProperty for my enum constants and they show up nicely when they are property values."", ""Using 2.8.1 (in spring boot 4.3.2)\nThanks!MetadataMetadataAssigneesNo one assignedLabelsNo labelsNo labelsTypeNo typeProjectsNo projectsMilestoneRelationshipsNone yetDevelopmentNo branches or pull requestsIssue actions""]"
JxPath-16,0.0,3,5,0,0,5,0,0,0,0,0,"[{""step_text"": ""Details\n\n\n\n\nType:\n\n\n Bug\n        \n\n \n\nStatus:\n\nResolved \n\n\n\n\n\nPriority:\n\n\n  Minor                     \n\n\n\n\nResolution:\n\n                             Fixed\n                    \n\n\n\n\n\nAffects Version/s:\n\n\n                                        None\n                    \n\n\n\n\n\n\n                Fix Version/s:\n            \n\n\n\n1.3 \n\n\n\n\n\n\nLabels:\n\n\nNone\n\n\n \nDescription\n\nI think that the code in DOMNodePointer.java"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""line 120 is wrong because considers only element"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""document to be matched by node()"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""NODE_TYPE_NODE :\n                    return nodeType == Node.ELEMENT_NODE\n\n\n\n nodeType == Node"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""NODE_TYPE_NODE :\n                    return true"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}]","[""Details\n\n\n\n\nType:\n\n\n Bug\n        \n\n \n\nStatus:\n\nResolved \n\n\n\n\n\nPriority:\n\n\n  Minor                     \n\n\n\n\nResolution:\n\n                             Fixed\n                    \n\n\n\n\n\nAffects Version/s:\n\n\n                                        None\n                    \n\n\n\n\n\n\n                Fix Version/s:\n            \n\n\n\n1.3 \n\n\n\n\n\n\nLabels:\n\n\nNone\n\n\n \nDescription\n\nI think that the code in DOMNodePointer.java, line 120 is wrong because considers only element and document to be matched by node()."", ""NODE_TYPE_NODE :\n                    return nodeType == Node.ELEMENT_NODE\n\n\n\n nodeType == Node."", ""NODE_TYPE_NODE :\n                    return true;""]"
Jsoup-63,0.0,1,4,0,0,4,0,0,1,0,0,"[{""step_text"": ""Error: \""Self closing flag not acknowledged\"" for self closing break\u00a0#868New issueCopy linkNew issueCopy linkClosedClosedError: \""Self closing flag not acknowledged\"" for self closing break#868Copy linkLabelsbugA confirmed bug"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": true, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""that we should fixA confirmed bug"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""that we should fixMilestone1.11.1Descriptionbuettopened on Apr 15"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""2017Issue body actionsThis code snippet returns invalid html with the message: \""Self closing flag not acknowledged\""\nJsoup.isValid(\""<p>test<br/>test</p>\"")"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}]","[""Error: \""Self closing flag not acknowledged\"" for self closing break\u00a0#868New issueCopy linkNew issueCopy linkClosedClosedError: \""Self closing flag not acknowledged\"" for self closing break#868Copy linkLabelsbugA confirmed bug, that we should fixA confirmed bug, that we should fixMilestone1.11.1Descriptionbuettopened on Apr 15, 2017Issue body actionsThis code snippet returns invalid html with the message: \""Self closing flag not acknowledged\""\nJsoup.isValid(\""<p>test<br/>test</p>\"")""]"
Closure-83,0.0,0,0,0,0,0,0,0,0,0,0,[],[]
Jsoup-14,0.0,7,8,0,0,8,0,0,1,0,0,"[{""step_text"": ""Unclosed title tag causes JSoup to \""eat up\"" rest of document\u00a0#82New issueCopy linkNew issueCopy linkClosedClosedUnclosed title tag causes JSoup to \""eat up\"" rest of document#82Copy linkLabelsimprovementAn improvement /"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": true, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""new feature ideaAn improvement / new feature ideaMilestone1.6.0Descriptionfranciscrimminsopened on Mar 24, 2011Issue body actionsHi"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""We've come across an issue with parsing a document with an unclosed title tag"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""JSoup\nseems to \""eat up\"" the rest of the document in its parsing"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""thus no elements after\nthe unclosed tag are available after the parse"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""Element;\nimport org.jsoup.select"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""Elements;\npublic class UnclosedTitleTest {\npublic static void main(String args[]) throws Exception {\n    String html = \""<html><head><title>First parse</head>\""\n          + \""<body><p>Parsed HTML into a doc.</p></body></html>\"""", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""Document doc = Jsoup.parse(html);\n\n    Elements elements = doc.select(\""p\"");\n\n    for (Element element : elements) {\n        System.out.println(element.outerHtml());\n    }\n}\n\n}MetadataMetadataAssigneesNo one assignedLabelsimprovementAn improvement / new feature ideaAn improvement / new feature ideaProjectsNo projectsMilestoneRelationshipsNone yetDevelopmentNo branches or pull requestsIssue actions"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}]","[""Unclosed title tag causes JSoup to \""eat up\"" rest of document\u00a0#82New issueCopy linkNew issueCopy linkClosedClosedUnclosed title tag causes JSoup to \""eat up\"" rest of document#82Copy linkLabelsimprovementAn improvement /"", ""new feature ideaAn improvement / new feature ideaMilestone1.6.0Descriptionfranciscrimminsopened on Mar 24, 2011Issue body actionsHi:"", ""We've come across an issue with parsing a document with an unclosed title tag."", ""JSoup\nseems to \""eat up\"" the rest of the document in its parsing and thus no elements after\nthe unclosed tag are available after the parse."", ""Element;\nimport org.jsoup.select."", ""Elements;\npublic class UnclosedTitleTest {\npublic static void main(String args[]) throws Exception {\n    String html = \""<html><head><title>First parse</head>\""\n          + \""<body><p>Parsed HTML into a doc.</p></body></html>\"";"", ""Document doc = Jsoup.parse(html);\n\n    Elements elements = doc.select(\""p\"");\n\n    for (Element element : elements) {\n        System.out.println(element.outerHtml());\n    }\n}\n\n}MetadataMetadataAssigneesNo one assignedLabelsimprovementAn improvement / new feature ideaAn improvement / new feature ideaProjectsNo projectsMilestoneRelationshipsNone yetDevelopmentNo branches or pull requestsIssue actions""]"
Cli-11,0.0,4,9,0,0,9,0,0,0,0,0,"[{""step_text"": ""Details\n\n\n\n\nType:\n\n\n Bug\n        \n\n \n\nStatus:\n\nClosed \n\n\n\n\n\nPriority"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""A command line with just \""-t foobar.com\"" prints out \""processing selected\n> target: foobar.com\"" (OK)\n>"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""A command line with just \""-target foobar.com\"" prints out \""processing\n> selected target: arget\"" (ERROR?)\n> \n>"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""= \""target\"";\n>   // ...\n>   Option generateTarget = new Option(OPTION_TARGET"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": "">                                      OPTION_TARGET_LONG"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": "">                                      true"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": "">                                      \""Generate files for the specified\n> target machine\"");\n>   // ...\n>   try \n{\n>         parsedLine = parser.parse(cmdLineOpts"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""args);\n>       }\n catch (ParseException pe) \n{\n>         System.out.println(\""Invalid command: \"" + pe.getMessage() +\n> \""\\n\"");\n>         HelpFormatter hf = new HelpFormatter();\n>         hf.printHelp(USAGE"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""cmdLineOpts);\n>         System.exit(-1);\n>       }\n> \n>   if (parsedLine.hasOption(OPTION_TARGET)) \n{\n>     System.out.println(\""processing selected target: \"" +\n> parsedLine.getOptionValue(OPTION_TARGET));        \n>   }"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}]","[""Details\n\n\n\n\nType:\n\n\n Bug\n        \n\n \n\nStatus:\n\nClosed \n\n\n\n\n\nPriority:"", ""A command line with just \""-t foobar.com\"" prints out \""processing selected\n> target: foobar.com\"" (OK)\n>"", ""A command line with just \""-target foobar.com\"" prints out \""processing\n> selected target: arget\"" (ERROR?)\n> \n>"", ""= \""target\"";\n>   // ...\n>   Option generateTarget = new Option(OPTION_TARGET, \n>                                      OPTION_TARGET_LONG, \n>                                      true, \n>                                      \""Generate files for the specified\n> target machine\"");\n>   // ...\n>   try \n{\n>         parsedLine = parser.parse(cmdLineOpts, args);\n>       }\n catch (ParseException pe) \n{\n>         System.out.println(\""Invalid command: \"" + pe.getMessage() +\n> \""\\n\"");\n>         HelpFormatter hf = new HelpFormatter();\n>         hf.printHelp(USAGE, cmdLineOpts);\n>         System.exit(-1);\n>       }\n> \n>   if (parsedLine.hasOption(OPTION_TARGET)) \n{\n>     System.out.println(\""processing selected target: \"" +\n> parsedLine.getOptionValue(OPTION_TARGET));        \n>   }""]"
JacksonDatabind-22,0.0,2,4,0,0,4,0,0,1,1,0,"[{""step_text"": ""Custom serializer not used if POJO has @JsonValue\u00a0#848New issueCopy linkNew issueCopy linkClosedClosedCustom serializer not used if POJO has @JsonValue#848Copy linkMilestone2.6.0-rc4Descriptioncowtowncoderopened on Jun 25"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": true, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""2015Issue body actionsLooks like serializers constructed for @JsonValue have higher precedence than custom serializers; that is"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""registered custom serializer is not found if POJO type has @JsonValue annotation"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": true, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""MetadataMetadataAssigneesNo one assignedLabelsNo labelsNo labelsTypeNo typeProjectsNo projectsMilestoneRelationshipsNone yetDevelopmentNo branches or pull requestsIssue actions"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}]","[""Custom serializer not used if POJO has @JsonValue\u00a0#848New issueCopy linkNew issueCopy linkClosedClosedCustom serializer not used if POJO has @JsonValue#848Copy linkMilestone2.6.0-rc4Descriptioncowtowncoderopened on Jun 25, 2015Issue body actionsLooks like serializers constructed for @JsonValue have higher precedence than custom serializers; that is, registered custom serializer is not found if POJO type has @JsonValue annotation."", ""MetadataMetadataAssigneesNo one assignedLabelsNo labelsNo labelsTypeNo typeProjectsNo projectsMilestoneRelationshipsNone yetDevelopmentNo branches or pull requestsIssue actions""]"
Closure-112,0.0,0,0,0,0,0,0,0,0,0,0,[],[]
Math-10,0.0,1,1,0,0,1,0,0,0,0,0,"[{""step_text"": ""Details\n\n\n\n\nType:\n\n\n Bug\n        \n\n \n\nStatus:\n\nClosed \n\n\n\n\n\nPriority"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}]","[""Details\n\n\n\n\nType:\n\n\n Bug\n        \n\n \n\nStatus:\n\nClosed \n\n\n\n\n\nPriority:""]"
