bug_id,dimension,item_code,item_text,human_value,human_confidence,human_notes
JacksonDatabind-80,Specificity,S5,The report contains details that uniquely identify this issue and distinguish it from superficially similar bugs.,,,
JacksonDatabind-80,Reproducibility,R1,The expected behavior is explicitly stated in a way that serves as a concrete correctness criterion.,,,
JacksonDatabind-80,Reproducibility,R2,The observed behavior is explicitly stated with enough detail to recognize the failure when encountered.,,,
JacksonDatabind-80,Reproducibility,R3,The discrepancy between expected and observed behavior is unambiguously identifiable from the report alone.,,,
JacksonDatabind-80,Reproducibility,R4,The reported reproduction steps are complete and sufficient to attempt reproduction without additional investigation.,,,
JacksonDatabind-80,Reproducibility,R5,Required environmental conditions or dependencies are documented specifically enough to set up the reproduction environment.,,,
JacksonDatabind-80,ReasoningQuality,Q1,The report explicitly proposes a specific potential cause or explanation — not just a symptom description.,,,
JacksonDatabind-80,ReasoningQuality,Q2,The proposed explanation is directly and specifically linked to observed symptoms with a plausible causal mechanism.,,,
JacksonDatabind-80,ReasoningQuality,Q3,"The report provides concrete evidence (code references, traces, logs, or data) that supports the proposed explanation.",,,
JacksonDatabind-80,ReasoningQuality,Q4,The explanation is internally coherent and logically consistent — it does not contradict other information in the report.,,,
JacksonDatabind-80,ReasoningQuality,Q5,"The explanation references specific technical artifacts (exact log lines, specific method names, concrete code locations, or configuration values).",,,
JacksonDatabind-80,TechnicalContext,T1,"Specific classes, methods, files, or APIs are named — not just described in general terms.",,,
JacksonDatabind-80,TechnicalContext,T2,The affected subsystem or module is identifiable precisely enough to locate the relevant source files.,,,
JacksonDatabind-80,TechnicalContext,T3,"Technical artifacts such as stack traces, logs, screenshots, or code snippets are included and directly relevant to the failure.",,,
JacksonDatabind-80,TechnicalContext,T4,"External dependencies, libraries, services, or integrations are referenced by name and version when they are relevant to the bug.",,,
JacksonDatabind-80,TechnicalContext,T5,"Environment details (OS, browser, framework version, hardware, runtime, etc.) are provided with enough specificity to reconstruct the affected environment.",,,
JacksonDatabind-80,Ambiguity,M1,The report contains vague or underspecified references that a developer would need to resolve before investigating.,,,
JacksonDatabind-80,Ambiguity,M2,"Inputs, parameters, or conditions are insufficiently described to attempt reproduction.",,,
JacksonDatabind-80,Ambiguity,M3,Expected behavior is unclear or underspecified to the point that a developer could not determine what the correct behavior should be.,,,
JacksonDatabind-80,Ambiguity,M4,Environment or version information that would materially affect reproduction is missing.,,,
JacksonDatabind-80,Ambiguity,M5,The report contains contradictory or inconsistent statements that would mislead a developer.,,,
JacksonDatabind-80,RepairReadiness,P1,The faulty behavior is described precisely enough to determine what the correct behavior should be and what code change would achieve it.,,,
JacksonDatabind-80,RepairReadiness,P2,"The specific component, class, method, or code location requiring a fix is identifiable directly from the report.",,,
JacksonDatabind-80,RepairReadiness,P3,The expected correct behavior is stated concretely enough to serve as an acceptance criterion for the fix.,,,
JacksonDatabind-80,RepairReadiness,P4,"Relevant constraints, edge cases, or conditions that would affect the fix are documented explicitly.",,,
JacksonDatabind-80,RepairReadiness,P5,"A developer could implement a plausible fix using only the information in this report, without further investigation or clarification.",,,
JacksonDatabind-80,RootCauseEvidence,RC1,A specific potential root cause is explicitly proposed in the report — not merely suggested or loosely implied.,,,
JacksonDatabind-80,RootCauseEvidence,RC2,"The proposed root cause references a specific code construct, operation, API call, data condition, or logic error by name.",,,
JacksonDatabind-80,RootCauseEvidence,RC3,The causal chain from the root cause to the observed failure is articulated clearly enough that a developer could verify it.,,,
JacksonDatabind-80,HiddenReproducibility,H1,"The report describes a specific, concrete scenario from which complete and unambiguous reproduction steps can be directly derived — the steps must be fully determinable, not merely suggested or partially implied.",,,
JacksonDatabind-80,ImpactScope,I1,"A specific subsystem, module, class, or code concept likely affected by the bug is identifiable from the report — not just a broad functional area.",,,
JacksonDatabind-80,ImpactScope,I2,The report distinguishes between where the symptom manifests and where the underlying defect likely resides.,,,
JacksonDatabind-80,ImpactScope,I3,Multiple impacted areas or cross-cutting concerns are identified with enough specificity to understand the scope of a fix.,,,
JacksonDatabind-80,ImpactScope,I4,"The report names three or more distinct technical concepts, classes, methods, or components that are relevant to understanding or fixing the bug.",,,
JacksonDatabind-86,Actionability,A1,The report describes observable faulty behavior with enough detail to distinguish it from normal or expected behavior.,,,
JacksonDatabind-86,Actionability,A2,"The affected class, method, API, or code path is specifically identified — not just a general feature area or subsystem.",,,
JacksonDatabind-86,Actionability,A3,"The report includes concrete debugging artifacts (stack traces, error messages, code snippets, or logs) that directly implicate the fault location.",,,
JacksonDatabind-86,Actionability,A4,"A developer could immediately attempt to reproduce or investigate the bug using only the information in this report, without needing clarification.",,,
JacksonDatabind-86,Actionability,A5,"The report pinpoints a specific module, class, or component precisely enough that a developer would know where to start reading code.",,,
JacksonDatabind-86,Clarity,C1,The report is written with enough precision that a developer unfamiliar with the codebase could understand the failure scenario without guessing.,,,
JacksonDatabind-86,Clarity,C2,The problem is described precisely enough that a developer could write a failing test case without asking for clarification.,,,
JacksonDatabind-86,Clarity,C3,The sequence of events or conditions leading to the failure is presented unambiguously — a reader cannot construct multiple different interpretations.,,,
JacksonDatabind-86,Clarity,C4,"All referenced entities, components, or behaviors are identified precisely enough that a developer could locate them in the codebase without prior knowledge of this specific bug.",,,
JacksonDatabind-86,Clarity,C5,Technical terminology is used accurately and consistently such that a developer would not be misled about the nature or location of the fault.,,,
JacksonDatabind-86,Specificity,S1,"Specific inputs, conditions, or triggering events are described concretely enough to be directly used in a test case.",,,
JacksonDatabind-86,Specificity,S2,"Concrete, ordered reproduction steps are provided that could be followed without prior knowledge of the system.",,,
JacksonDatabind-86,Specificity,S3,Relevant environment or version information is included and specific enough to rule out version-related ambiguity.,,,
JacksonDatabind-86,Specificity,S4,"Specific outputs, failures, exceptions, or error messages are reported verbatim or with enough detail to identify the exact failure mode.",,,
JacksonDatabind-86,Specificity,S5,The report contains details that uniquely identify this issue and distinguish it from superficially similar bugs.,,,
JacksonDatabind-86,Reproducibility,R1,The expected behavior is explicitly stated in a way that serves as a concrete correctness criterion.,,,
JacksonDatabind-86,Reproducibility,R2,The observed behavior is explicitly stated with enough detail to recognize the failure when encountered.,,,
JacksonDatabind-86,Reproducibility,R3,The discrepancy between expected and observed behavior is unambiguously identifiable from the report alone.,,,
JacksonDatabind-86,Reproducibility,R4,The reported reproduction steps are complete and sufficient to attempt reproduction without additional investigation.,,,
JacksonDatabind-86,Reproducibility,R5,Required environmental conditions or dependencies are documented specifically enough to set up the reproduction environment.,,,
JacksonDatabind-86,ReasoningQuality,Q1,The report explicitly proposes a specific potential cause or explanation — not just a symptom description.,,,
JacksonDatabind-86,ReasoningQuality,Q2,The proposed explanation is directly and specifically linked to observed symptoms with a plausible causal mechanism.,,,
JacksonDatabind-86,ReasoningQuality,Q3,"The report provides concrete evidence (code references, traces, logs, or data) that supports the proposed explanation.",,,
JacksonDatabind-86,ReasoningQuality,Q4,The explanation is internally coherent and logically consistent — it does not contradict other information in the report.,,,
JacksonDatabind-86,ReasoningQuality,Q5,"The explanation references specific technical artifacts (exact log lines, specific method names, concrete code locations, or configuration values).",,,
JacksonDatabind-86,TechnicalContext,T1,"Specific classes, methods, files, or APIs are named — not just described in general terms.",,,
JacksonDatabind-86,TechnicalContext,T2,The affected subsystem or module is identifiable precisely enough to locate the relevant source files.,,,
JacksonDatabind-86,TechnicalContext,T3,"Technical artifacts such as stack traces, logs, screenshots, or code snippets are included and directly relevant to the failure.",,,
JacksonDatabind-86,TechnicalContext,T4,"External dependencies, libraries, services, or integrations are referenced by name and version when they are relevant to the bug.",,,
JacksonDatabind-86,TechnicalContext,T5,"Environment details (OS, browser, framework version, hardware, runtime, etc.) are provided with enough specificity to reconstruct the affected environment.",,,
JacksonDatabind-86,Ambiguity,M1,The report contains vague or underspecified references that a developer would need to resolve before investigating.,,,
JacksonDatabind-86,Ambiguity,M2,"Inputs, parameters, or conditions are insufficiently described to attempt reproduction.",,,
JacksonDatabind-86,Ambiguity,M3,Expected behavior is unclear or underspecified to the point that a developer could not determine what the correct behavior should be.,,,
JacksonDatabind-86,Ambiguity,M4,Environment or version information that would materially affect reproduction is missing.,,,
JacksonDatabind-86,Ambiguity,M5,The report contains contradictory or inconsistent statements that would mislead a developer.,,,
JacksonDatabind-86,RepairReadiness,P1,The faulty behavior is described precisely enough to determine what the correct behavior should be and what code change would achieve it.,,,
JacksonDatabind-86,RepairReadiness,P2,"The specific component, class, method, or code location requiring a fix is identifiable directly from the report.",,,
JacksonDatabind-86,RepairReadiness,P3,The expected correct behavior is stated concretely enough to serve as an acceptance criterion for the fix.,,,
JacksonDatabind-86,RepairReadiness,P4,"Relevant constraints, edge cases, or conditions that would affect the fix are documented explicitly.",,,
JacksonDatabind-86,RepairReadiness,P5,"A developer could implement a plausible fix using only the information in this report, without further investigation or clarification.",,,
JacksonDatabind-86,RootCauseEvidence,RC1,A specific potential root cause is explicitly proposed in the report — not merely suggested or loosely implied.,,,
JacksonDatabind-86,RootCauseEvidence,RC2,"The proposed root cause references a specific code construct, operation, API call, data condition, or logic error by name.",,,
JacksonDatabind-86,RootCauseEvidence,RC3,The causal chain from the root cause to the observed failure is articulated clearly enough that a developer could verify it.,,,
JacksonDatabind-86,HiddenReproducibility,H1,"The report describes a specific, concrete scenario from which complete and unambiguous reproduction steps can be directly derived — the steps must be fully determinable, not merely suggested or partially implied.",,,
JacksonDatabind-86,ImpactScope,I1,"A specific subsystem, module, class, or code concept likely affected by the bug is identifiable from the report — not just a broad functional area.",,,
JacksonDatabind-86,ImpactScope,I2,The report distinguishes between where the symptom manifests and where the underlying defect likely resides.,,,
JacksonDatabind-86,ImpactScope,I3,Multiple impacted areas or cross-cutting concerns are identified with enough specificity to understand the scope of a fix.,,,
JacksonDatabind-86,ImpactScope,I4,"The report names three or more distinct technical concepts, classes, methods, or components that are relevant to understanding or fixing the bug.",,,
Jsoup-34,Actionability,A1,The report describes observable faulty behavior with enough detail to distinguish it from normal or expected behavior.,,,
Jsoup-34,Actionability,A2,"The affected class, method, API, or code path is specifically identified — not just a general feature area or subsystem.",,,
Jsoup-34,Actionability,A3,"The report includes concrete debugging artifacts (stack traces, error messages, code snippets, or logs) that directly implicate the fault location.",,,
Jsoup-34,Actionability,A4,"A developer could immediately attempt to reproduce or investigate the bug using only the information in this report, without needing clarification.",,,
Jsoup-34,Actionability,A5,"The report pinpoints a specific module, class, or component precisely enough that a developer would know where to start reading code.",,,
Jsoup-34,Clarity,C1,The report is written with enough precision that a developer unfamiliar with the codebase could understand the failure scenario without guessing.,,,
Jsoup-34,Clarity,C2,The problem is described precisely enough that a developer could write a failing test case without asking for clarification.,,,
Jsoup-34,Clarity,C3,The sequence of events or conditions leading to the failure is presented unambiguously — a reader cannot construct multiple different interpretations.,,,
Jsoup-34,Clarity,C4,"All referenced entities, components, or behaviors are identified precisely enough that a developer could locate them in the codebase without prior knowledge of this specific bug.",,,
Jsoup-34,Clarity,C5,Technical terminology is used accurately and consistently such that a developer would not be misled about the nature or location of the fault.,,,
Jsoup-34,Specificity,S1,"Specific inputs, conditions, or triggering events are described concretely enough to be directly used in a test case.",,,
Jsoup-34,Specificity,S2,"Concrete, ordered reproduction steps are provided that could be followed without prior knowledge of the system.",,,
Jsoup-34,Specificity,S3,Relevant environment or version information is included and specific enough to rule out version-related ambiguity.,,,
Jsoup-34,Specificity,S4,"Specific outputs, failures, exceptions, or error messages are reported verbatim or with enough detail to identify the exact failure mode.",,,
Jsoup-34,Specificity,S5,The report contains details that uniquely identify this issue and distinguish it from superficially similar bugs.,,,
Jsoup-34,Reproducibility,R1,The expected behavior is explicitly stated in a way that serves as a concrete correctness criterion.,,,
Jsoup-34,Reproducibility,R2,The observed behavior is explicitly stated with enough detail to recognize the failure when encountered.,,,
Jsoup-34,Reproducibility,R3,The discrepancy between expected and observed behavior is unambiguously identifiable from the report alone.,,,
Jsoup-34,Reproducibility,R4,The reported reproduction steps are complete and sufficient to attempt reproduction without additional investigation.,,,
Jsoup-34,Reproducibility,R5,Required environmental conditions or dependencies are documented specifically enough to set up the reproduction environment.,,,
Jsoup-34,ReasoningQuality,Q1,The report explicitly proposes a specific potential cause or explanation — not just a symptom description.,,,
Jsoup-34,ReasoningQuality,Q2,The proposed explanation is directly and specifically linked to observed symptoms with a plausible causal mechanism.,,,
Jsoup-34,ReasoningQuality,Q3,"The report provides concrete evidence (code references, traces, logs, or data) that supports the proposed explanation.",,,
Jsoup-34,ReasoningQuality,Q4,The explanation is internally coherent and logically consistent — it does not contradict other information in the report.,,,
Jsoup-34,ReasoningQuality,Q5,"The explanation references specific technical artifacts (exact log lines, specific method names, concrete code locations, or configuration values).",,,
Jsoup-34,TechnicalContext,T1,"Specific classes, methods, files, or APIs are named — not just described in general terms.",,,
Jsoup-34,TechnicalContext,T2,The affected subsystem or module is identifiable precisely enough to locate the relevant source files.,,,
Jsoup-34,TechnicalContext,T3,"Technical artifacts such as stack traces, logs, screenshots, or code snippets are included and directly relevant to the failure.",,,
Jsoup-34,TechnicalContext,T4,"External dependencies, libraries, services, or integrations are referenced by name and version when they are relevant to the bug.",,,
Jsoup-34,TechnicalContext,T5,"Environment details (OS, browser, framework version, hardware, runtime, etc.) are provided with enough specificity to reconstruct the affected environment.",,,
Jsoup-34,Ambiguity,M1,The report contains vague or underspecified references that a developer would need to resolve before investigating.,,,
Jsoup-34,Ambiguity,M2,"Inputs, parameters, or conditions are insufficiently described to attempt reproduction.",,,
Jsoup-34,Ambiguity,M3,Expected behavior is unclear or underspecified to the point that a developer could not determine what the correct behavior should be.,,,
Jsoup-34,Ambiguity,M4,Environment or version information that would materially affect reproduction is missing.,,,
Jsoup-34,Ambiguity,M5,The report contains contradictory or inconsistent statements that would mislead a developer.,,,
Jsoup-34,RepairReadiness,P1,The faulty behavior is described precisely enough to determine what the correct behavior should be and what code change would achieve it.,,,
Jsoup-34,RepairReadiness,P2,"The specific component, class, method, or code location requiring a fix is identifiable directly from the report.",,,
Jsoup-34,RepairReadiness,P3,The expected correct behavior is stated concretely enough to serve as an acceptance criterion for the fix.,,,
Jsoup-34,RepairReadiness,P4,"Relevant constraints, edge cases, or conditions that would affect the fix are documented explicitly.",,,
Jsoup-34,RepairReadiness,P5,"A developer could implement a plausible fix using only the information in this report, without further investigation or clarification.",,,
Jsoup-34,RootCauseEvidence,RC1,A specific potential root cause is explicitly proposed in the report — not merely suggested or loosely implied.,,,
Jsoup-34,RootCauseEvidence,RC2,"The proposed root cause references a specific code construct, operation, API call, data condition, or logic error by name.",,,
Jsoup-34,RootCauseEvidence,RC3,The causal chain from the root cause to the observed failure is articulated clearly enough that a developer could verify it.,,,
Jsoup-34,HiddenReproducibility,H1,"The report describes a specific, concrete scenario from which complete and unambiguous reproduction steps can be directly derived — the steps must be fully determinable, not merely suggested or partially implied.",,,
Jsoup-34,ImpactScope,I1,"A specific subsystem, module, class, or code concept likely affected by the bug is identifiable from the report — not just a broad functional area.",,,
Jsoup-34,ImpactScope,I2,The report distinguishes between where the symptom manifests and where the underlying defect likely resides.,,,
Jsoup-34,ImpactScope,I3,Multiple impacted areas or cross-cutting concerns are identified with enough specificity to understand the scope of a fix.,,,
Jsoup-34,ImpactScope,I4,"The report names three or more distinct technical concepts, classes, methods, or components that are relevant to understanding or fixing the bug.",,,
Jsoup-64,Actionability,A1,The report describes observable faulty behavior with enough detail to distinguish it from normal or expected behavior.,,,
Jsoup-64,Actionability,A2,"The affected class, method, API, or code path is specifically identified — not just a general feature area or subsystem.",,,
Jsoup-64,Actionability,A3,"The report includes concrete debugging artifacts (stack traces, error messages, code snippets, or logs) that directly implicate the fault location.",,,
Jsoup-64,Actionability,A4,"A developer could immediately attempt to reproduce or investigate the bug using only the information in this report, without needing clarification.",,,
Jsoup-64,Actionability,A5,"The report pinpoints a specific module, class, or component precisely enough that a developer would know where to start reading code.",,,
Jsoup-64,Clarity,C1,The report is written with enough precision that a developer unfamiliar with the codebase could understand the failure scenario without guessing.,,,
Jsoup-64,Clarity,C2,The problem is described precisely enough that a developer could write a failing test case without asking for clarification.,,,
Jsoup-64,Clarity,C3,The sequence of events or conditions leading to the failure is presented unambiguously — a reader cannot construct multiple different interpretations.,,,
Jsoup-64,Clarity,C4,"All referenced entities, components, or behaviors are identified precisely enough that a developer could locate them in the codebase without prior knowledge of this specific bug.",,,
Jsoup-64,Clarity,C5,Technical terminology is used accurately and consistently such that a developer would not be misled about the nature or location of the fault.,,,
Jsoup-64,Specificity,S1,"Specific inputs, conditions, or triggering events are described concretely enough to be directly used in a test case.",,,
Jsoup-64,Specificity,S2,"Concrete, ordered reproduction steps are provided that could be followed without prior knowledge of the system.",,,
Jsoup-64,Specificity,S3,Relevant environment or version information is included and specific enough to rule out version-related ambiguity.,,,
Jsoup-64,Specificity,S4,"Specific outputs, failures, exceptions, or error messages are reported verbatim or with enough detail to identify the exact failure mode.",,,
Jsoup-64,Specificity,S5,The report contains details that uniquely identify this issue and distinguish it from superficially similar bugs.,,,
Jsoup-64,Reproducibility,R1,The expected behavior is explicitly stated in a way that serves as a concrete correctness criterion.,,,
Jsoup-64,Reproducibility,R2,The observed behavior is explicitly stated with enough detail to recognize the failure when encountered.,,,
Jsoup-64,Reproducibility,R3,The discrepancy between expected and observed behavior is unambiguously identifiable from the report alone.,,,
Jsoup-64,Reproducibility,R4,The reported reproduction steps are complete and sufficient to attempt reproduction without additional investigation.,,,
Jsoup-64,Reproducibility,R5,Required environmental conditions or dependencies are documented specifically enough to set up the reproduction environment.,,,
Jsoup-64,ReasoningQuality,Q1,The report explicitly proposes a specific potential cause or explanation — not just a symptom description.,,,
Jsoup-64,ReasoningQuality,Q2,The proposed explanation is directly and specifically linked to observed symptoms with a plausible causal mechanism.,,,
Jsoup-64,ReasoningQuality,Q3,"The report provides concrete evidence (code references, traces, logs, or data) that supports the proposed explanation.",,,
Jsoup-64,ReasoningQuality,Q4,The explanation is internally coherent and logically consistent — it does not contradict other information in the report.,,,
Jsoup-64,ReasoningQuality,Q5,"The explanation references specific technical artifacts (exact log lines, specific method names, concrete code locations, or configuration values).",,,
Jsoup-64,TechnicalContext,T1,"Specific classes, methods, files, or APIs are named — not just described in general terms.",,,
Jsoup-64,TechnicalContext,T2,The affected subsystem or module is identifiable precisely enough to locate the relevant source files.,,,
Jsoup-64,TechnicalContext,T3,"Technical artifacts such as stack traces, logs, screenshots, or code snippets are included and directly relevant to the failure.",,,
Jsoup-64,TechnicalContext,T4,"External dependencies, libraries, services, or integrations are referenced by name and version when they are relevant to the bug.",,,
Jsoup-64,TechnicalContext,T5,"Environment details (OS, browser, framework version, hardware, runtime, etc.) are provided with enough specificity to reconstruct the affected environment.",,,
Jsoup-64,Ambiguity,M1,The report contains vague or underspecified references that a developer would need to resolve before investigating.,,,
Jsoup-64,Ambiguity,M2,"Inputs, parameters, or conditions are insufficiently described to attempt reproduction.",,,
Jsoup-64,Ambiguity,M3,Expected behavior is unclear or underspecified to the point that a developer could not determine what the correct behavior should be.,,,
Jsoup-64,Ambiguity,M4,Environment or version information that would materially affect reproduction is missing.,,,
Jsoup-64,Ambiguity,M5,The report contains contradictory or inconsistent statements that would mislead a developer.,,,
Jsoup-64,RepairReadiness,P1,The faulty behavior is described precisely enough to determine what the correct behavior should be and what code change would achieve it.,,,
Jsoup-64,RepairReadiness,P2,"The specific component, class, method, or code location requiring a fix is identifiable directly from the report.",,,
Jsoup-64,RepairReadiness,P3,The expected correct behavior is stated concretely enough to serve as an acceptance criterion for the fix.,,,
Jsoup-64,RepairReadiness,P4,"Relevant constraints, edge cases, or conditions that would affect the fix are documented explicitly.",,,
Jsoup-64,RepairReadiness,P5,"A developer could implement a plausible fix using only the information in this report, without further investigation or clarification.",,,
Jsoup-64,RootCauseEvidence,RC1,A specific potential root cause is explicitly proposed in the report — not merely suggested or loosely implied.,,,
Jsoup-64,RootCauseEvidence,RC2,"The proposed root cause references a specific code construct, operation, API call, data condition, or logic error by name.",,,
Jsoup-64,RootCauseEvidence,RC3,The causal chain from the root cause to the observed failure is articulated clearly enough that a developer could verify it.,,,
Jsoup-64,HiddenReproducibility,H1,"The report describes a specific, concrete scenario from which complete and unambiguous reproduction steps can be directly derived — the steps must be fully determinable, not merely suggested or partially implied.",,,
Jsoup-64,ImpactScope,I1,"A specific subsystem, module, class, or code concept likely affected by the bug is identifiable from the report — not just a broad functional area.",,,
Jsoup-64,ImpactScope,I2,The report distinguishes between where the symptom manifests and where the underlying defect likely resides.,,,
Jsoup-64,ImpactScope,I3,Multiple impacted areas or cross-cutting concerns are identified with enough specificity to understand the scope of a fix.,,,
Jsoup-64,ImpactScope,I4,"The report names three or more distinct technical concepts, classes, methods, or components that are relevant to understanding or fixing the bug.",,,
Jsoup-72,Actionability,A1,The report describes observable faulty behavior with enough detail to distinguish it from normal or expected behavior.,,,
Jsoup-72,Actionability,A2,"The affected class, method, API, or code path is specifically identified — not just a general feature area or subsystem.",,,
Jsoup-72,Actionability,A3,"The report includes concrete debugging artifacts (stack traces, error messages, code snippets, or logs) that directly implicate the fault location.",,,
Jsoup-72,Actionability,A4,"A developer could immediately attempt to reproduce or investigate the bug using only the information in this report, without needing clarification.",,,
Jsoup-72,Actionability,A5,"The report pinpoints a specific module, class, or component precisely enough that a developer would know where to start reading code.",,,
Jsoup-72,Clarity,C1,The report is written with enough precision that a developer unfamiliar with the codebase could understand the failure scenario without guessing.,,,
Jsoup-72,Clarity,C2,The problem is described precisely enough that a developer could write a failing test case without asking for clarification.,,,
Jsoup-72,Clarity,C3,The sequence of events or conditions leading to the failure is presented unambiguously — a reader cannot construct multiple different interpretations.,,,
Jsoup-72,Clarity,C4,"All referenced entities, components, or behaviors are identified precisely enough that a developer could locate them in the codebase without prior knowledge of this specific bug.",,,
Jsoup-72,Clarity,C5,Technical terminology is used accurately and consistently such that a developer would not be misled about the nature or location of the fault.,,,
Jsoup-72,Specificity,S1,"Specific inputs, conditions, or triggering events are described concretely enough to be directly used in a test case.",,,
Jsoup-72,Specificity,S2,"Concrete, ordered reproduction steps are provided that could be followed without prior knowledge of the system.",,,
Jsoup-72,Specificity,S3,Relevant environment or version information is included and specific enough to rule out version-related ambiguity.,,,
Jsoup-72,Specificity,S4,"Specific outputs, failures, exceptions, or error messages are reported verbatim or with enough detail to identify the exact failure mode.",,,
Jsoup-72,Specificity,S5,The report contains details that uniquely identify this issue and distinguish it from superficially similar bugs.,,,
Jsoup-72,Reproducibility,R1,The expected behavior is explicitly stated in a way that serves as a concrete correctness criterion.,,,
Jsoup-72,Reproducibility,R2,The observed behavior is explicitly stated with enough detail to recognize the failure when encountered.,,,
Jsoup-72,Reproducibility,R3,The discrepancy between expected and observed behavior is unambiguously identifiable from the report alone.,,,
Jsoup-72,Reproducibility,R4,The reported reproduction steps are complete and sufficient to attempt reproduction without additional investigation.,,,
Jsoup-72,Reproducibility,R5,Required environmental conditions or dependencies are documented specifically enough to set up the reproduction environment.,,,
Jsoup-72,ReasoningQuality,Q1,The report explicitly proposes a specific potential cause or explanation — not just a symptom description.,,,
Jsoup-72,ReasoningQuality,Q2,The proposed explanation is directly and specifically linked to observed symptoms with a plausible causal mechanism.,,,
Jsoup-72,ReasoningQuality,Q3,"The report provides concrete evidence (code references, traces, logs, or data) that supports the proposed explanation.",,,
Jsoup-72,ReasoningQuality,Q4,The explanation is internally coherent and logically consistent — it does not contradict other information in the report.,,,
Jsoup-72,ReasoningQuality,Q5,"The explanation references specific technical artifacts (exact log lines, specific method names, concrete code locations, or configuration values).",,,
Jsoup-72,TechnicalContext,T1,"Specific classes, methods, files, or APIs are named — not just described in general terms.",,,
Jsoup-72,TechnicalContext,T2,The affected subsystem or module is identifiable precisely enough to locate the relevant source files.,,,
Jsoup-72,TechnicalContext,T3,"Technical artifacts such as stack traces, logs, screenshots, or code snippets are included and directly relevant to the failure.",,,
Jsoup-72,TechnicalContext,T4,"External dependencies, libraries, services, or integrations are referenced by name and version when they are relevant to the bug.",,,
Jsoup-72,TechnicalContext,T5,"Environment details (OS, browser, framework version, hardware, runtime, etc.) are provided with enough specificity to reconstruct the affected environment.",,,
Jsoup-72,Ambiguity,M1,The report contains vague or underspecified references that a developer would need to resolve before investigating.,,,
Jsoup-72,Ambiguity,M2,"Inputs, parameters, or conditions are insufficiently described to attempt reproduction.",,,
Jsoup-72,Ambiguity,M3,Expected behavior is unclear or underspecified to the point that a developer could not determine what the correct behavior should be.,,,
Jsoup-72,Ambiguity,M4,Environment or version information that would materially affect reproduction is missing.,,,
Jsoup-72,Ambiguity,M5,The report contains contradictory or inconsistent statements that would mislead a developer.,,,
Jsoup-72,RepairReadiness,P1,The faulty behavior is described precisely enough to determine what the correct behavior should be and what code change would achieve it.,,,
Jsoup-72,RepairReadiness,P2,"The specific component, class, method, or code location requiring a fix is identifiable directly from the report.",,,
Jsoup-72,RepairReadiness,P3,The expected correct behavior is stated concretely enough to serve as an acceptance criterion for the fix.,,,
Jsoup-72,RepairReadiness,P4,"Relevant constraints, edge cases, or conditions that would affect the fix are documented explicitly.",,,
Jsoup-72,RepairReadiness,P5,"A developer could implement a plausible fix using only the information in this report, without further investigation or clarification.",,,
Jsoup-72,RootCauseEvidence,RC1,A specific potential root cause is explicitly proposed in the report — not merely suggested or loosely implied.,,,
Jsoup-72,RootCauseEvidence,RC2,"The proposed root cause references a specific code construct, operation, API call, data condition, or logic error by name.",,,
Jsoup-72,RootCauseEvidence,RC3,The causal chain from the root cause to the observed failure is articulated clearly enough that a developer could verify it.,,,
Jsoup-72,HiddenReproducibility,H1,"The report describes a specific, concrete scenario from which complete and unambiguous reproduction steps can be directly derived — the steps must be fully determinable, not merely suggested or partially implied.",,,
Jsoup-72,ImpactScope,I1,"A specific subsystem, module, class, or code concept likely affected by the bug is identifiable from the report — not just a broad functional area.",,,
Jsoup-72,ImpactScope,I2,The report distinguishes between where the symptom manifests and where the underlying defect likely resides.,,,
Jsoup-72,ImpactScope,I3,Multiple impacted areas or cross-cutting concerns are identified with enough specificity to understand the scope of a fix.,,,
Jsoup-72,ImpactScope,I4,"The report names three or more distinct technical concepts, classes, methods, or components that are relevant to understanding or fixing the bug.",,,
Jsoup-79,Actionability,A1,The report describes observable faulty behavior with enough detail to distinguish it from normal or expected behavior.,,,
Jsoup-79,Actionability,A2,"The affected class, method, API, or code path is specifically identified — not just a general feature area or subsystem.",,,
Jsoup-79,Actionability,A3,"The report includes concrete debugging artifacts (stack traces, error messages, code snippets, or logs) that directly implicate the fault location.",,,
Jsoup-79,Actionability,A4,"A developer could immediately attempt to reproduce or investigate the bug using only the information in this report, without needing clarification.",,,
Jsoup-79,Actionability,A5,"The report pinpoints a specific module, class, or component precisely enough that a developer would know where to start reading code.",,,
Jsoup-79,Clarity,C1,The report is written with enough precision that a developer unfamiliar with the codebase could understand the failure scenario without guessing.,,,
Jsoup-79,Clarity,C2,The problem is described precisely enough that a developer could write a failing test case without asking for clarification.,,,
Jsoup-79,Clarity,C3,The sequence of events or conditions leading to the failure is presented unambiguously — a reader cannot construct multiple different interpretations.,,,
Jsoup-79,Clarity,C4,"All referenced entities, components, or behaviors are identified precisely enough that a developer could locate them in the codebase without prior knowledge of this specific bug.",,,
Jsoup-79,Clarity,C5,Technical terminology is used accurately and consistently such that a developer would not be misled about the nature or location of the fault.,,,
Jsoup-79,Specificity,S1,"Specific inputs, conditions, or triggering events are described concretely enough to be directly used in a test case.",,,
Jsoup-79,Specificity,S2,"Concrete, ordered reproduction steps are provided that could be followed without prior knowledge of the system.",,,
Jsoup-79,Specificity,S3,Relevant environment or version information is included and specific enough to rule out version-related ambiguity.,,,
Jsoup-79,Specificity,S4,"Specific outputs, failures, exceptions, or error messages are reported verbatim or with enough detail to identify the exact failure mode.",,,
